ticket_text,issue_type,department
mldifying {{Account Category}} account,edit_account,ACCOUNT
is it possibleto place an order from {{Delivery City}},delivery_options,DELIVERY
help speaking to a human agent,contact_human_agent,CONTACT
check order {{Order Number}} status,track_order,ORDER
could you help me create a standard account for my daughter?,create_account,ACCOUNT
talk to assistant,contact_human_agent,CONTACT
I need to see in which cases can I ask for reimbursements,check_refund_policy,REFUND
I need help to see the early exit fees,check_cancellation_fee,CANCEL
i need help seeing the delivery methods,delivery_options,DELIVERY
I need helprestoring my user access key,recover_password,ACCOUNT
I don't know what to do to see the delivery options,delivery_options,DELIVERY
help recovering my profile access key,recover_password,ACCOUNT
is it possible to purchase some articles?,place_order,ORDER
there is a problem trying to edit the address,change_shipping_address,SHIPPING
I'm trying to see how long it takes for my product to arrive,delivery_period,DELIVERY
where to unsubscribe to your newsletter?,newsletter_subscription,SUBSCRIPTION
I need to list th payment methods,check_payment_methods,PAYMENT
could you help me to see how soon can I expect the product?,delivery_period,DELIVERY
ya have an address to submit some feednack,review,FEEDBACK
"I want to switch an item of order {{Order Number}}, help me",change_order,ORDER
how do i receive the corporate newsletter,newsletter_subscription,SUBSCRIPTION
check the allowed payment options,check_payment_methods,PAYMENT
how do I update my delivery address?,change_shipping_address,SHIPPING
where to see at what time I can call customer support?,contact_customer_service,CONTACT
help making a consumer claim against your organization,complaint,FEEDBACK
I need assistance seeing how soon can I expect the purchase,delivery_period,DELIVERY
y i cant set my secondary deilvery address valid up,set_up_shipping_address,SHIPPING
can ya help me informing  of problems with online payment,payment_issue,PAYMENT
"I need to call damn customer support, how could I do it?",contact_customer_service,CONTACT
I need help seeing the termination fees,check_cancellation_fee,CANCEL
i have got to check the early exit pnalty,check_cancellation_fee,CANCEL
need assistance to obtain a refund of my money,get_refund,REFUND
need to change my shipping address,change_shipping_address,SHIPPING
can you help me solve a problem with online payment?,payment_issue,PAYMENT
want assistance to leave an opinion about a service,review,FEEDBACK
I need help to check what shipping methods are available,delivery_options,DELIVERY
I don't know how I can check the withdrawal penalty,check_cancellation_fee,CANCEL
I try to lodge a consumer claim against your organization,complaint,FEEDBACK
how to use the freemium profile?,switch_account,ACCOUNT
I expect a compensation of {{Refund Amount}} dollars,track_refund,REFUND
I don't know what I have to do to see the bill #00108,check_invoice,INVOICE
updating data on {{Account Type}} account,edit_account,ACCOUNT
could you tell me more about changing my delivery address?,change_shipping_address,SHIPPING
do you have a method to submit a review for your products?,review,FEEDBACK
ned assistance checking ur available payment methods,check_payment_methods,PAYMENT
help me shop several of your product,place_order,ORDER
submitting product review,review,FEEDBACK
i want assistance solving a trouble with online payment,payment_issue,PAYMENT
check your money back policy,check_refund_policy,REFUND
assistance to order some  of ur item,place_order,ORDER
is there a method to send some feedback for ur products,review,FEEDBACK
help purchasing some bloody articles,place_order,ORDER
what do I have to do to see my invoice from {{Person Name}}?,check_invoice,INVOICE
help to check what methods for delivery i have,delivery_options,DELIVERY
want help to see your reimbursement policy,check_refund_policy,REFUND
wanna inform of issues with payment,payment_issue,PAYMENT
can ya help me requesting a rebate of my money,get_refund,REFUND
I am waiting for a refund of {{Currency Symbol}}{{Refund Amount}},track_refund,REFUND
i want help listing ur payment options,check_payment_methods,PAYMENT
"I have to correct order {{Order Number}}, can you help me?",change_order,ORDER
in which situations can I ask for refunds?,check_refund_policy,REFUND
"I have entered a wrong delivery address, help me changing it",change_shipping_address,SHIPPING
where to pucrhase some items,place_order,ORDER
how can I update my bloody address?,change_shipping_address,SHIPPING
make customer claim against your organization,complaint,FEEDBACK
i have to cancel the company newsletter subscription help me,newsletter_subscription,SUBSCRIPTION
"I have to change purchase {{Order Number}}, help me",change_order,ORDER
where could I cancel purchase {{Order Number}}?,cancel_order,ORDER
open another premium account for mum,create_account,ACCOUNT
could I check how long it takes for my product to arrive?,delivery_period,DELIVERY
I need assistance earning several of your product,place_order,ORDER
"I have to cancel my subscription to the newsletter, help me",newsletter_subscription,SUBSCRIPTION
help solving a goddamn error with online payments,payment_issue,PAYMENT
want help leaving a coment for ur products,review,FEEDBACK
"I need to check the payment methods, how can I do it?",check_payment_methods,PAYMENT
I'm trying to inform of an issue with payments,payment_issue,PAYMENT
"I want to check the goddamn rebate status, how to do it?",track_refund,REFUND
help me list your available payment methods,check_payment_methods,PAYMENT
I need help to inform of errors with online payment,payment_issue,PAYMENT
i need help to ese what hours i can reach customer support,contact_customer_service,CONTACT
assistance to recover the key of my user profile,recover_password,ACCOUNT
troubles setting up a goddamn delivery address,set_up_shipping_address,SHIPPING
I need assistance to reset the pass of my profile,recover_password,ACCOUNT
how long till I obtain a refund of money?,get_refund,REFUND
"I lost the PIN of my user, I want help to retrieve it",recover_password,ACCOUNT
I want assistance to check the goddamn payment methods,check_payment_methods,PAYMENT
wantr help to solve issues with payment,payment_issue,PAYMENT
I want assistance canceling purchase {{Order Number}},cancel_order,ORDER
where can I check what hours I can contact customer support?,contact_customer_service,CONTACT
how to send some feedback about your company?,review,FEEDBACK
"I have got to download the invoice #85632, how can I do it?",get_invoice,INVOICE
I need assistance reporting a problem with a sign-up,registration_problems,ACCOUNT
need assistance to order a few of ur item,place_order,ORDER
show me purchase {{Order Number}} statud,track_order,ORDER
I need help to list the accepted payment options,check_payment_methods,PAYMENT
I need help with cancelling order {{Order Number}},cancel_order,ORDER
problem with adding some articles to order {{Order Number}},change_order,ORDER
I try to notify of issues with registrations,registration_problems,ACCOUNT
i call to leave my feedback for ur services,review,FEEDBACK
i have got to write an opinion,review,FEEDBACK
is it possible to place an order from {{Delivery City}} ?,delivery_options,DELIVERY
correcting purchase {{Order Number}},change_order,ORDER
could you give me information about the shipment methods?,delivery_options,DELIVERY
I need help to receive an reimbursement of money,get_refund,REFUND
i expect a rebate of {{Refund Amount}} dollars,track_refund,REFUND
i do not know what i need to do to download the bioll #12588,get_invoice,INVOICE
deliveries to {{Delivery City}},delivery_options,DELIVERY
I would like to know about changing my delivery address,change_shipping_address,SHIPPING
i dont know what i have to do to delete my platinum account,delete_account,ACCOUNT
need assistance modifying my user info,edit_account,ACCOUNT
help me see the status of order {{Order Number}},track_order,ORDER
I don't know what I need to do to get the bill #85632,get_invoice,INVOICE
wanna know more about the shipping periods,delivery_period,DELIVERY
problems setting the shipping address up,set_up_shipping_address,SHIPPING
cancel order {{Order Number}},cancel_order,ORDER
need help to speak to a uhman agent,contact_human_agent,CONTACT
assistance to leave some feedback about a service,review,FEEDBACK
where to see your available payment modalities?,check_payment_methods,PAYMENT
I do not know how I can see the methods for shipping,delivery_options,DELIVERY
I have to set my new delivery address up,set_up_shipping_address,SHIPPING
where can I get information about a delivery address change?,change_shipping_address,SHIPPING
can you help me contact osmeone?,contact_human_agent,CONTACT
I am having an online registration error,registration_problems,ACCOUNT
